69,16,54,0
59,18,79,0
89,1,81,0
84,14,20,0
92,48,73,0
25,32,100,0
95,21,67,0
81,46,67,0
51,49,97,0
2,2,83,0
2,24,66,0
6,16,79,0
28,24,77,0
30,37,72,0
31,16,49,0
63,38,50,0
73,12,58,0
93,20,55,0
24,1,59,0
95,11,94,0
68,16,63,0
97,28,72,0
82,39,42,0
74,22,18,0
66,13,66,0
22,8,55,0
38,38,82,0
18,24,42,0
7,17,61,0
22,39,80,0
35,12,32,0
22,18,33,0
51,12,37,0
68,42,55,0
89,28,54,0
34,13,26,0
84,14,12,0
60,2,2,0
89,38,77,0
53,14,95,0
72,51,80,0
75,28,75,0
77,13,34,0
64,55,79,0
39,5,94,0
94,14,16,0
16,26,49,0
77,31,42,0
75,57,83,0
100,8,5,0
1,25,65,0
70,21,36,0
23,37,81,0
88,15,23,0
98,5,29,0
36,20,33,0
50,35,52,0
97,15,22,0
50,22,29,0
69,28,88,0
24,26,96,0
60,36,97,0
29,30,46,0
71,55,88,0
17,13,58,0
90,27,74,0
97,6,55,0
34,15,92,0
100,3,68,0
71,19,16,0
100,2,96,0
74,43,45,0
38,48,88,0
27,46,96,0
94,44,60,0
96,23,22,0
33,32,60,0
88,5,49,0
69,50,97,0
93,48,76,0
73,32,85,0
69,16,38,0
94,35,22,0
46,17,45,0
4,29,75,0
3,6,14,0
88,26,5,0
34,30,81,0
1,12,67,0
98,34,18,0
19,11,71,0
43,6,98,0
23,2,57,0
84,19,86,0
92,18,35,0
63,16,29,0
77,19,96,0
24,15,67,0
73,16,50,0
92,20,51,0
97,100,99,0
21,53,17,0
75,67,36,0
32,57,56,0
4,60,96,0
94,79,19,0
77,70,20,0
12,77,12,0
21,73,56,0
70,83,9,0
18,98,6,0
6,29,27,0
90,95,52,0
92,43,12,0
67,82,31,0
35,99,90,0
34,99,41,0
98,82,10,0
100,67,45,0
30,79,7,0
37,100,49,0
29,30,27,0
56,64,57,0
60,39,10,0
44,61,5,0
87,89,31,0
98,39,6,0
9,94,89,0
30,38,22,0
3,85,4,0
38,86,28,0
86,84,15,0
79,86,81,0
78,53,33,0
29,60,40,0
16,87,35,0
22,31,42,0
42,72,50,0
97,84,95,0
55,73,78,0
14,73,37,0
78,67,75,0
24,53,60,0
87,90,71,0
31,87,17,0
97,77,32,0
64,69,53,0
18,49,63,0
59,57,53,0
31,42,46,0
5,62,73,0
5,52,61,0
19,84,28,0
44,91,96,0
45,87,51,0
66,87,45,0
31,55,36,0
21,67,34,0
11,19,4,0
10,93,92,0
95,96,10,0
60,69,89,0
97,98,30,0
27,31,36,0
29,87,82,0
16,100,77,0
72,92,55,0
25,71,5,0
7,28,20,0
22,41,33,0
69,66,66,0
91,98,8,0
42,43,33,0
50,79,58,0
55,96,6,0
55,85,76,0
37,54,18,0
6,78,64,0
54,69,19,0
75,44,10,0
24,67,10,0
31,62,50,0
47,64,39,0
22,93,33,0
44,35,18,0
92,53,8,0
38,41,35,0
25,97,22,0
33,79,6,0
26,50,46,0
23,70,83,0
21,76,32,0
15,27,27,0
70,99,59,0
86,76,75,0
48,49,53,0
40,93,63,0
67,99,40,0
60,80,90,0
62,94,98,0
