6,32,0
26,39,0
2,38,0
25,39,0
3,35,0
23,42,0
32,47,0
1,22,0
11,13,0
8,10,0
3,4,0
13,46,0
15,24,0
17,24,0
18,43,0
22,47,0
18,37,0
35,45,0
40,48,0
5,13,0
39,50,0
9,18,0
4,46,0
9,46,0
27,45,0
8,47,0
2,40,0
24,28,0
6,42,0
3,26,0
16,26,0
12,45,0
10,26,0
3,26,0
33,45,0
17,44,0
2,6,0
27,39,0
9,33,0
38,49,0
10,37,0
16,38,0
1,11,0
5,46,0
8,42,0
16,46,0
7,49,0
3,49,0
17,41,0
27,40,0
6,27,0
11,34,0
19,33,0
17,50,0
21,45,0
8,49,0
9,24,0
5,22,0
9,28,0
11,13,0
7,13,0
2,25,0
10,41,0
15,41,0
3,35,0
22,26,0
4,40,0
23,35,0
13,50,0
22,26,0
26,30,0
16,33,0
19,30,0
22,35,0
29,40,0
16,22,0
34,50,0
31,42,0
13,39,0
31,42,0
23,46,0
8,10,0
2,10,0
33,48,0
27,41,0
22,44,0
22,45,0
6,44,0
38,44,0
9,11,0
14,25,0
2,28,0
20,31,0
8,45,0
1,27,0
9,11,0
17,21,0
4,45,0
6,23,0
19,39,0
29,6,0
27,2,0
38,27,0
37,37,0
38,6,0
28,4,0
17,19,0
17,8,0
20,11,0
30,1,0
50,8,0
39,31,0
37,7,0
41,25,0
43,6,0
4,4,0
40,42,0
33,17,0
46,1,0
17,7,0
33,31,0
40,43,0
24,5,0
45,6,0
29,2,0
45,17,0
32,8,0
50,27,0
41,33,0
48,41,0
29,21,0
12,8,0
40,10,0
44,18,0
38,38,0
35,21,0
42,28,0
50,6,0
20,13,0
20,1,0
41,2,0
20,1,0
43,26,0
48,27,0
38,15,0
44,38,0
44,5,0
37,42,0
43,29,0
21,4,0
20,6,0
43,24,0
33,30,0
33,15,0
39,27,0
14,7,0
44,6,0
50,17,0
49,39,0
24,9,0
29,26,0
27,1,0
48,48,0
43,16,0
50,26,0
42,40,0
41,18,0
44,29,0
37,37,0
38,23,0
41,23,0
37,35,0
32,9,0
50,38,0
49,32,0
42,26,0
21,22,0
39,35,0
38,34,0
23,4,0
7,5,0
41,43,0
42,5,0
40,31,0
23,26,0
32,9,0
48,44,0
42,12,0
35,4,0
38,3,0
42,22,0
32,2,0
50,20,0
26,2,0
32,22,0
47,17,0
24,27,0
18,18,0
19,7,0
39,15,0
